0	0	0	0	0	0	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	0	
None	None	None	None	None	None	
None	None	None	None	None	0	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
0	None	None	None	None	None	
None	None	None	None	None	None	
0	None	None	None	None	None	
0	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	None	None	None	None	None	
None	0	0	None	None	None	
None	None	None	None	0	None	
None	None	0	None	None	None	
None	None	None	0	None	None	
None	None	0	None	0	None	
0	None	None	None	None	0	
None	None	0	None	None	None	
None	0	0	None	None	None	
None	None	None	None	None	None	
0	0	None	6	None	49	
None	6	5	6	47	58	
None	None	4	6	39	58	
0	3	4	None	39	58	
None	3	None	None	39	58	
None	None	None	None	39	58	
0	None	0	None	39	58	
0	0	None	None	39	58	
None	0	None	None	None	58	
None	None	0	None	None	58	
None	None	None	None	None	58	
0	None	None	None	None	58	
0	None	4	None	28	39	
None	0	None	None	None	46	
None	3	None	None	None	46	
None	None	None	None	None	46	
None	3	None	None	None	46	
None	None	None	None	None	46	
None	None	None	None	None	46	
0	None	0	None	None	46	
0	None	None	None	None	46	
None	None	None	None	None	46	
None	None	None	None	None	46	
None	None	None	None	None	46	
None	None	4	6	None	46	
None	None	4	6	30	46	
None	3	4	None	42	50	
None	None	4	None	42	50	
None	3	4	None	42	50	
None	None	None	None	42	50	
0	None	None	None	42	50	
0	None	0	None	42	50	
None	None	None	None	None	None	
0	None	None	None	None	None	
None	None	0	None	None	None	
None	None	4	None	28	39	
None	None	4	None	28	39	
None	None	None	None	28	39	
None	None	None	None	28	39	
None	3	None	None	28	39	
None	None	None	None	28	39	
None	None	None	None	28	39	
None	None	-1	None	28	39	
None	4	0	None	28	39	
None	None	None	None	28	39	
None	0	None	None	28	39	
None	None	None	None	28	39	
0	None	None	None	28	39	
None	4	4	None	28	39	
None	4	4	None	25	32	
None	4	None	None	29	40	
None	4	None	None	29	40	
0	2	None	None	29	40	
0	None	None	None	29	40	
None	4	None	None	29	40	
0	4	0	None	None	40	
None	4	None	None	None	40	
0	4	None	None	None	40	
None	4	None	None	None	40	
None	4	None	None	None	40	
0	4	None	None	None	40	
None	4	None	None	None	40	
None	4	None	None	38	67	
None	3	None	None	32	54	
None	4	None	None	32	54	
1	4	None	None	32	54	
0	3	None	None	32	54	
None	3	None	None	32	54	
None	3	None	None	32	54	
0	3	None	None	32	None	
None	-2	None	7	32	None	
None	None	4	5	30	42	
0	-2	None	None	30	42	
0	4	None	None	None	42	
None	6	None	None	None	42	
None	4	None	None	-15	42	
None	4	None	None	None	42	
1	4	None	None	None	42	
0	1	None	None	None	42	
