340.077500013	340.077501723	340.185545094	340.185551509	340.185553647	340.185555786	340.185557496	340.185559207	340.299324138	340.299332264	340.299334402	340.299336113	340.299337823	340.299339961	340.408263868	340.408271566	340.408273277	340.408274987	340.408276698	340.408278409	340.515404893	340.515411735	340.515414301	340.515416012	340.515417295	340.515419433	340.634563803	340.634571929	340.634574494	340.634576633	340.634578771	340.634580909	340.746799878	340.746807148	340.746809286	340.746810996	340.746812707	340.746814418	340.855231129	340.855237971	340.855239682	340.855241393	340.855243103	340.855244814	340.969427989	340.969433976	340.969436115	340.969437825	340.969439108	340.969440819	
999	999	999	999	999	999	1000	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1000	999	999	999	999	1000	1000	999	999	999	999	999	999	1000	1000	999	999	999	1000	999	999	999	1001	1002	1004	1005	1005	1005	
996	990	984	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	981	982	982	983	986	989	991	990	987	985	986	989	
1100	1102	1100	1090	1076	1062	1054	1047	1041	1039	1037	1038	1040	1041	1041	1040	1041	1041	1041	1041	1041	1041	1041	1041	1041	1040	1040	1040	1040	1040	1039	1038	1038	1039	1038	1037	1036	1034	1033	1037	1047	1072	1091	1111	1132	1153	1174	1180	1178	1169	
1007	1006	1004	1002	1000	1000	1001	1001	1001	1001	1001	1000	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	1000	1000	1000	1000	1001	1002	1003	1006	1008	1010	1011	1010	1010	1009	1008	1006	1006	1005	1006	1007	
1001	993	986	981	979	978	979	979	978	978	978	978	978	978	978	979	978	978	978	978	978	978	979	979	978	979	979	979	979	978	978	978	978	978	978	978	978	978	981	985	988	988	987	989	990	990	991	992	993	998	
1145	1157	1173	1191	1209	1234	1245	1252	1258	1263	1265	1265	1263	1260	1260	1260	1259	1258	1259	1260	1262	1263	1263	1263	1262	1258	1253	1249	1249	1250	1249	1248	1247	1249	1251	1254	1261	1266	1255	1234	1211	1195	1188	1170	1154	1148	1149	1151	1151	1150	
