999	1005	1000	1000	998	1002	
999	1006	1000	1000	998	1002	
1000	1006	1000	1000	998	1002	
1000	1006	1000	1000	997	1002	
999	1006	1000	1000	997	1003	
999	1006	1000	1000	997	1003	
999	1006	1000	1000	997	1003	
1000	1006	1000	1000	997	1002	
1000	1006	1000	1000	998	1002	
1000	1006	1000	1000	998	1002	
999	1005	1000	1000	998	1002	
999	1007	1000	1000	998	1001	
999	1014	1000	1000	1000	1000	
999	1019	1000	1001	1002	1000	
999	1022	1000	1002	1004	1000	
1000	1022	1000	1003	1003	1008	
1000	1013	1005	1004	990	1069	
1000	996	1041	1003	982	1149	
1000	983	1093	1001	980	1235	
1000	979	1137	1001	980	1326	
1000	979	1138	1000	980	1360	
999	979	1141	1000	980	1380	
999	979	1154	1000	980	1379	
999	979	1163	1000	980	1355	
999	979	1171	1000	980	1322	
1000	979	1175	1001	980	1289	
1000	979	1183	1002	980	1251	
1000	979	1192	1002	980	1243	
1000	979	1193	1001	980	1235	
1000	979	1189	1001	980	1228	
1000	979	1182	1001	980	1239	
999	979	1163	1001	980	1271	
999	979	1142	1000	980	1319	
1000	979	1140	1000	980	1391	
1000	979	1146	1000	980	1409	
999	979	1152	1000	980	1402	
999	979	1154	1000	980	1373	
1000	979	1147	1000	981	1309	
1000	979	1139	1001	981	1272	
999	979	1132	1001	980	1246	
1000	979	1128	1000	981	1233	
1000	979	1126	1000	980	1228	
1000	979	1127	1000	980	1234	
999	979	1129	1000	980	1247	
1000	979	1132	1000	980	1267	
1000	979	1135	1000	980	1295	
1000	979	1137	1000	980	1309	
1000	979	1138	1000	980	1317	
1000	979	1140	1000	980	1321	
1000	978	1142	1000	980	1314	
1000	979	1141	1000	980	1297	
1000	979	1137	1000	980	1270	
1000	979	1131	1000	981	1246	
1000	979	1127	1000	981	1227	
999	979	1126	1000	981	1221	
999	979	1126	1000	980	1218	
1000	979	1125	1000	980	1216	
1000	979	1125	1000	981	1213	
1000	979	1125	1000	980	1213	
1000	979	1124	1000	980	1219	
999	979	1126	1000	980	1240	
999	979	1131	1000	980	1257	
999	979	1135	1000	980	1272	
1000	979	1140	1000	980	1286	
1000	979	1143	1000	980	1291	
1000	979	1145	1000	981	1291	
999	979	1144	1000	981	1280	
999	979	1139	1000	980	1245	
1000	979	1134	1000	980	1223	
1000	979	1131	1000	980	1208	
999	979	1128	1000	980	1193	
999	979	1128	1000	981	1189	
999	979	1126	1000	981	1186	
1000	979	1125	1000	980	1184	
1000	979	1123	1000	980	1188	
999	979	1122	1000	980	1199	
1000	979	1123	1000	980	1228	
1000	979	1127	1000	980	1252	
1000	979	1131	1000	980	1273	
999	979	1138	1000	980	1292	
999	979	1143	1000	980	1297	
1000	979	1144	1000	980	1289	
1000	979	1142	1000	980	1270	
1000	979	1139	1000	980	1243	
1000	979	1133	1000	980	1209	
999	979	1130	1000	980	1194	
999	979	1129	1000	981	1184	
1000	979	1129	1000	980	1183	
1000	979	1128	1000	980	1182	
1000	979	1128	1000	980	1183	
999	979	1129	1000	980	1190	
999	979	1130	1000	980	1202	
999	979	1131	1000	980	1218	
999	979	1134	1000	980	1236	
999	979	1138	1000	980	1266	
999	979	1140	1000	980	1282	
999	979	1141	1000	980	1290	
999	979	1141	1000	980	1289	
999	979	1136	1000	980	1270	
1000	979	1132	1000	980	1249	
1000	979	1129	1000	980	1228	
999	979	1128	1000	981	1212	
999	979	1127	1000	981	1191	
999	979	1124	1000	981	1177	
1000	979	1123	1000	981	1170	
1000	979	1122	1000	980	1168	
1000	979	1120	1000	980	1169	
1000	979	1119	1000	981	1172	
999	979	1119	1000	980	1176	
999	979	1119	1000	980	1185	
999	979	1123	1000	980	1213	
1000	979	1127	1000	980	1236	
1000	979	1132	1000	980	1254	
999	979	1141	1000	980	1271	
999	979	1145	1000	980	1270	
999	979	1144	1000	980	1258	
1000	979	1139	1000	980	1244	
1000	979	1133	1000	980	1226	
1000	979	1124	1000	981	1199	
999	979	1119	1000	980	1184	
999	979	1116	1000	980	1172	
999	979	1112	1000	980	1158	
999	979	1112	1000	980	1156	
999	979	1112	1000	980	1158	
1000	979	1113	1000	980	1161	
1000	979	1114	1000	980	1169	
1000	979	1114	1000	980	1180	
999	979	1116	1000	980	1196	
999	979	1119	1000	980	1221	
999	979	1122	1000	980	1234	
999	979	1125	1000	981	1246	
999	979	1128	1000	980	1255	
999	979	1133	1000	980	1262	
999	979	1133	1000	980	1256	
999	979	1131	1000	980	1240	
999	979	1128	1000	980	1218	
999	979	1123	1000	980	1189	
999	979	1121	1000	980	1176	
999	979	1120	1000	980	1166	
1000	979	1119	1000	981	1160	
999	979	1116	1000	981	1156	
999	979	1115	1000	981	1155	
999	979	1114	1000	980	1157	
999	979	1114	1000	980	1159	
1000	979	1117	1000	980	1170	
1000	979	1122	1000	981	1187	
1000	979	1128	1000	980	1207	
1000	979	1133	1000	980	1226	
1000	979	1139	1000	980	1251	
999	979	1141	1000	980	1262	
1000	979	1143	1000	980	1267	
1000	979	1144	1000	980	1269	
1000	979	1141	1000	980	1260	
999	979	1137	1000	980	1240	
999	979	1131	1000	980	1212	
999	979	1127	1000	980	1187	
1000	979	1126	1000	980	1171	
1000	979	1125	1000	980	1164	
1000	979	1123	1000	980	1159	
999	979	1123	1000	980	1158	
999	979	1124	1000	981	1160	
1000	979	1125	1000	981	1163	
1000	979	1126	1000	981	1172	
1000	979	1124	1000	980	1182	
1000	979	1122	1000	980	1196	
1000	979	1122	1000	980	1210	
1000	979	1124	1000	980	1234	
1000	979	1126	1000	980	1248	
1000	979	1127	1000	980	1256	
1000	979	1128	1000	980	1259	
1000	979	1127	1000	980	1250	
1000	979	1123	1000	981	1229	
1000	979	1121	1000	981	1207	
